CBM_cost,Estado,fecha_de_salida,fecha_de_llegada,contenedor,codigo,producto,cantidad,costo,cantidad_por_caja,cantidad_de_cajass,cm_a,cm_l,cm_p,CBMM,CBM_TOTAL,costo_caja,costo_total_envio,costo_envio_unit,costo_unitario_prod,costo_total,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0409,RADIO BOAFENG 888S,480.00,$4.20,30,16,50,31.5,55,$0.087,$1.39,$47.64,$762.30,$1.59,$5.79,2778.3,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0826,CORRECTOR DE JUANETE,800.00,$0.45,200,4,59,17,30,$0.030,$0.12,$16.55,$66.20,$0.08,$0.53,426.198,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1000,LAMPARA DE MESA LED FLEXIBLE,400.00,$0.90,100,4,62,42,66,$0.172,$0.69,$94.53,$378.10,$0.95,$1.85,738.1008,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0061,BASE PARA LAPTOP ERGOSTAND,160.00,$2.50,40,4,65,37,58,$0.139,$0.56,$76.72,$306.88,$1.92,$4.42,706.878,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1357,Hand Grip Entrenamiento Muñeca Manos Antebrazo Con Contador,398.00,$0.98,100,3.98,49.5,31.5,23.5,$0.037,$0.15,$20.15,$80.21,$0.20,$1.18,470.2501589,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1358 Negro
MASS1431 Rosado",Faja Reductora Moldeadora Neopreno Fitness Cintura Techno (NEGRA S50 M - 130 L 150 XL 70),400.00,$1.28,100,4,67,50,40,$0.134,$0.54,$73.70,$294.80,$0.74,$2.02,806.8,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0781 S/M
MASS0783 L/XL
MASS0784 XXL","MEDIAS DE COMPRESION 20-30mmhg ((S/M250, L/XL400, XXL150))",800.00,$0.47,200,4,50,40,50,$0.100,$0.40,$55.00,$220.00,$0.28,$0.75,596,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1206,SET DE LIGAS TUBULARES DE RESISTENCIA,216.00,$5.00,18,12,50,38,40,$0.076,$0.91,$41.80,$501.60,$2.32,$7.32,1581.6,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1205,SET DE LIGAS DE RESISTENCIA 5 PCS,300.00,$0.86,100,3,30,30,30,$0.027,$0.08,$14.85,$44.55,$0.15,$1.01,302.55,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1203 Colores
MASS1204 Gris",SET BANDA ELASTICA TELA EJERCIO 3 PCS (COLORIDAS 200 PCS ),199.00,$2.05,50,3.98,54,32,36,$0.062,$0.25,$34.21,$136.17,$0.68,$2.73,544.123312,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1379,MOUSE PAD RGB 30X80,0.00,$2.45,120,0,32,82,32,$0.084,$0.00,$46.18,$0.00,$0.38,$2.83,0,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0902,MAQUINA DE COSER,300.00,$3.40,20,15,67,46,44,$0.136,$2.03,$74.58,"$1,118.77",$3.73,$7.13,2138.766,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0137,CEPILLO ONE STEP,449.00,$3.00,30,14.96666667,58.5,39,57,$0.130,$1.95,$71.53,"$1,070.49",$2.38,$5.38,2417.491208,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0634,MINI CAMARA WIFFI A9,700.00,$1.80,100,7,54,43,23,$0.053,$0.37,$29.37,$205.61,$0.29,$2.09,1465.6131,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1349,MiNI TECLADO BLUETOOH,200.00,$2.10,100,2,54,35,30,$0.057,$0.11,$31.19,$62.37,$0.31,$2.41,482.37,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1124 Negro
MASS1173 Azul electrico MASS0648 Azul
MASS1457 Roja","SILLA PLAYERA (80NEGRO,40AZUL,40ROJO,40AZULOSCURO)",200.00,$3.20,10,20,83,23,48,$0.092,$1.83,$50.40,"$1,007.95",$5.04,$8.24,1647.952,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1348,SET DE DADO 40 PCS TAMAÑO METRICO 1/4 3/8,360.00,$1.78,24,15,54.5,25,27.5,$0.037,$0.56,$20.61,$309.12,$0.86,$2.64,949.9171875,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0889,Balanza personal recargable,400.00,$2.40,20,20,54.5,25,28.5,$0.039,$0.78,$21.36,$427.14,$1.07,$3.47,1387.14375,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0200,Dispensador de agua recargable,600.00,$1.32,50,12,44,46,29,$0.059,$0.70,$32.28,$387.39,$0.65,$1.97,1179.3936,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0040,AUDIFONO INALAMBRICO F9,600.00,$1.85,100,6,48,49,24,$0.056,$0.34,$31.05,$186.28,$0.31,$2.16,1296.2784,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1356 Negro
MASS1429 Azul
MASS1430 Rosado","MAT DE YOGA 1CM GROSOR (150NEGRO,75AZUL,75ROSADA)",250.00,$1.45,10,25,63,35,34,$0.075,$1.87,$41.23,"$1,030.84",$4.12,$5.57,1393.3375,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0127,Case externo usb2.0,500.00,$1.32,100,5,40,32,53,$0.068,$0.34,$37.31,$186.56,$0.37,$1.69,846.56,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0128,Case externo usb 3.0,300.00,$1.72,100,3,40,32,53,$0.068,$0.20,$37.31,$111.94,$0.37,$2.09,627.936,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1082,PELADOR DE PIÑA,400.00,$0.58,105,3.80952381,54,39,40,$0.084,$0.32,$46.33,$176.50,$0.44,$1.02,408.5028571,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0763 Blanco
MASS0764 Rosado
MASS0765 Verde","HUMIDIFICADOR DOMO RGB (500BLANCO, 150 VERDE, 150ROSADO)",800.00,$0.56,100,8,45,36,58,$0.094,$0.75,$51.68,$413.42,$0.52,$1.08,861.424,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0541,TECLADO HP K1600,210.00,$2.20,30,7,47,47,34,$0.075,$0.53,$41.31,$289.16,$1.38,$3.58,751.1581,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0626,MOUSE ALAMBRICO HP X500,300.00,$0.79,200,1.5,66,47,49,$0.152,$0.23,$83.60,$125.40,$0.42,$1.21,362.39835,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1788,PROYECTOR ESTRELLAS DE LUCES DE GALAXIA ASTRONAUTA,624.00,$3.80,48,13,40,40.5,35.5,$0.058,$0.75,$31.63,$411.20,$0.66,$4.46,2782.3965,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1789 GRIS
MASS1790 AZUL
MASS1791 ROSADO","MOLDE DE SILICON AIR FRYER CUADRADO (120 gris, 120 azul, 60 rosado)",300.00,$0.85,120,2.5,44,44,32,$0.062,$0.15,$34.07,$85.18,$0.28,$1.13,340.184,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1794,REFLECTOR SOLAR RECARGABLE PORTATIL 2000W,300.00,$3.05,20,15,30.5,40,53,$0.065,$0.97,$35.56,$533.45,$1.78,$4.83,1448.445,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1795,REFLECTOR SOLAR DE PARED PARA EXTERIORES CON SENSOR DE MOVIMIENTO,400.00,$1.02,100,4,56,29.5,53,$0.088,$0.35,$48.16,$192.62,$0.48,$1.50,600.6232,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1796,LAMPARA SOLAR DE PARED PARA EXTERIORES DECORACIO JARDIN ILUMINACION HACIA ARRIBA Y ABAJO 3*7*10cm,300.00,$1.15,200,1.5,45,40,26,$0.047,$0.07,$25.74,$38.61,$0.13,$1.28,383.61,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1797,"Luz de disco de energía Solar para exteriores, foco de decoración impermeable para jardín, patio, subterráneo, 12led",384.00,$0.95,96,4,39,26,54,$0.055,$0.22,$30.12,$120.46,$0.31,$1.26,485.2632,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1377,HIDROYET RECARGABLE 48VF (Con maleta y boquilla),200.00,$8.50,10,20,77,25.5,49,$0.096,$1.92,$52.92,"$1,058.33",$5.29,$13.79,2758.3265,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1798,ANTORCHA SOLAR DE LLAMA LED IMPERMIABLE PARA JARDIN DECORACION,384.00,$0.85,96,4,55,42,45.2,$0.104,$0.42,$57.43,$229.71,$0.60,$1.45,556.1064,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1799,CARGADOR PANEL SOLAR 6W 6V,400.00,$3.20,100,4,62,35,32,$0.069,$0.28,$38.19,$152.77,$0.38,$3.58,1432.768,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1478,MARCADOR DOBLE PUNTA 120 PCS TOUCH,100.00,$5.02,10,10,51.5,34.5,36,$0.064,$0.64,$35.18,$351.80,$3.52,$8.54,853.7965,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1800,AUDIFONO INALAMBRICO RECARGABLE M41,400.00,$3.95,100,4,44,24,52,$0.055,$0.22,$30.20,$120.81,$0.30,$4.25,1700.8064,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1801,RELOJ INTELIGENTE S16 NEGRO + CORREA ADICIONAL (ROSADA),400.00,$5.45,100,4,48,49,24,$0.056,$0.23,$31.05,$124.19,$0.31,$5.76,2304.1856,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1059,MARCADOR DOBLE PUNTA 36 PCS TOUCH,448.00,$1.52,32,14,51.5,34.5,36,$0.064,$0.90,$35.18,$492.52,$1.10,$2.62,1173.4751,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1811 VERDE
MASS1812 MORADO","Mascarillas Hidratantes De Arcilla Facial Para Acne Y Grasa (150 pcs verde, 150 pcs Morado)",300.00,$0.50,100,3,40,22,20,$0.018,$0.05,$9.68,$29.04,$0.10,$0.60,179.04,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1802 ROSADO
MASS1813 BLANCA",Almohadilla de calentamiento Menstrual portátil (60 BLANCO - 60 ROSA),120.00,$4.00,60,2,49.5,45.2,32,$0.072,$0.14,$39.38,$78.76,$0.66,$4.66,558.75648,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0274,"MAQUINA DE AFEITAR T9 (250 Dorada, 250 Negra)",500.00,$0.80,100,5,47,40,37,$0.070,$0.35,$38.26,$191.29,$0.38,$1.18,591.29,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1803,CASE EXTERNO USB 2.0 TRASPARENTE,300.00,$1.25,100,3,40,32,53,$0.068,$0.20,$37.31,$111.94,$0.37,$1.62,486.936,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1785,ORGANIZADOR DE ZAPATO PORTATIL GRANDE 120 cm x 116 cm x 30 cm,90.00,$4.95,10,9,58,38,32,$0.071,$0.63,$38.79,$349.11,$3.88,$8.83,794.6136,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1804,ORGANIZADOR DE ZAPATO 4 NIVELES PLEGABLE,140.00,$0.90,60,2.333333333,60,51,59,$0.181,$0.42,$99.30,$231.69,$1.65,$2.55,357.693,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1805,CAMARA DE SEGURIDAD IP EXTERIORES CON PANEL SOLAR,160.00,$23.80,16,10,43,40,50,$0.086,$0.86,$47.30,$473.00,$2.96,$26.76,4281,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1806,CAMARA DE SEGURIDAD DOBLE ROBOTICA 360° GRADOS HD MICRO SD WIFFI,150.00,$6.80,50,3,56.5,28.5,53.4,$0.086,$0.26,$47.29,$141.88,$0.95,$7.75,1161.879128,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1807 BLANCO
MASS1808 NEGRO
MASS1809 VERDE","VENTILADOR PORTATIL 3 EN 1 BLANCO ENFRIADOR HUMIDIFICADOR LUZ LED (120 blanco, 80 negro, 80 verde)",315.00,$3.20,40,7.875,46,42,53,$0.102,$0.81,$56.32,$443.50,$1.41,$4.61,1451.502675,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1522,NAVAJA MULTIHERRAMIENTA DE ACERO,199.00,$3.20,1,199,12,3,3,$0.000,$0.02,$0.06,$11.82,$0.06,$3.26,648.6206,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0825,MAQUINA KEMEI 3 EN 1,240.00,$3.27,60,4,60,47,25.5,$0.072,$0.29,$39.55,$158.20,$0.66,$3.93,943.002,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1014,MAQUINA AFEITAR KEMEI KM-4640,240.00,$2.95,40,6,60,47,25.5,$0.072,$0.43,$39.55,$237.30,$0.99,$3.94,945.303,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1810,SET DE CUCHILLOS 5 PIEZAS,200.00,$3.80,50,4,57,48,37.5,$0.103,$0.41,$56.43,$225.72,$1.13,$4.93,985.72,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1987,"ROLLO PANEL DECORATIVO HYJQ-111 1,2m x 3m",200.00,$4.80,10,20,122,34,34,$0.141,$2.82,$70.52,"$1,410.32",$7.05,$11.85,2370.32,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1988,"ROLLO PANEL DECORATIVO HYJQ-112 1,2m x 3m",200.00,$4.80,10,20,122,34,34,$0.141,$2.82,$70.52,"$1,410.32",$7.05,$11.85,2370.32,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1986,"ROLLO PANEL DECORATIVO HY-110 1,2m x 3m",200.00,$4.80,10,20,122,34,34,$0.141,$2.82,$70.52,"$1,410.32",$7.05,$11.85,2370.32,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1407,WALL PANEL GRIS CLARO YC6001 290*168*23,140.00,$2.35,14,10,300,17.5,23,$0.121,$1.21,$60.38,$603.75,$4.31,$6.66,932.75,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1984,"ROLLO PANEL DECORATIVO HY-003 1,2m x 3m",200.00,$4.80,10,20,122,34,34,$0.141,$2.82,$70.52,"$1,410.32",$7.05,$11.85,2370.32,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1985,"ROLLO PANEL DECORATIVO HY-005 1,2m x 3m",200.00,$4.80,10,20,122,34,34,$0.141,$2.82,$70.52,"$1,410.32",$7.05,$11.85,2370.32,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1041,LIMPIADOR A VAPOR 900W 10 PCS,144.00,$11.00,8,18,46,46,49,$0.104,$1.87,$51.84,$933.16,$6.48,$17.48,2517.156,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1879,"ESTANTE METALICO PARA GALPON (PARAL AZUL, CORREDERA NARANJA, LAMINA BLANCA )",25.00,$60.00,1,25,50,36,200,$0.360,$9.00,$180.00,"$4,500.00",$180.00,$240.00,6000,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS0061,BASE PARA LAPTOP ERGOSTAND,240.00,$2.45,20,12,64,39,56.5,$0.141,$1.69,$70.51,$846.14,$3.53,$5.98,1434.144,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1899,CARRITO PLEGABLE PLAYERO TODO TERRENO SOPORTA 300 LBS NEGRO,40.00,$10.20,1,40,50,13,66,$0.043,$1.72,$21.45,$858.00,$21.45,$31.65,1266,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,"MASS1356 NEGRO
MASS1429 AZUL
MASS1430 ROSADO","MAT DE YOGA 1CM GROSOR (150NEGRO,75AZUL,75ROSADA)\",300.00,$1.42,25,12,60,43,60,$0.155,$1.86,$77.40,$928.80,$3.10,$4.52,1354.8,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1410,WALL PANEL NEGRO YC101 290*168*23,280.00,$2.35,14,20,300,17.5,23,$0.121,$2.42,$60.38,"$1,207.50",$4.31,$6.66,1865.5,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1283,AIRE ACONDICIONADO PORTATIL,480.00,$2.75,24,20,63,53.5,37,$0.125,$2.49,$62.35,"$1,247.09",$2.60,$5.35,2567.085,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS0902,MAQUINA DE COSER PORTATIL,200.00,$3.50,20,10,64,45,44,$0.127,$1.27,$63.36,$633.60,$3.17,$6.67,1333.6,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1322,MARCADOR DOBLE PUNTA 80 PCS TOUCH,320.00,$3.20,16,20,51.5,34.5,36,$0.064,$1.28,$31.98,$639.63,$2.00,$5.20,1663.63,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1402,PISO VINIL AUTOADHESIVO 3013 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,200.00,$11.20,1,200,94,16.5,9,$0.014,$2.79,$6.98,"$1,395.90",$6.98,$18.18,3635.9,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1328,PISO VINIL AUTOADHESIVO 3018 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,200.00,$11.20,1,200,94,16.5,9,$0.014,$2.79,$6.98,"$1,395.90",$6.98,$18.18,3635.9,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1917,PISO VINIL AUTOADHESIVO 3020 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,200.00,$11.20,1,200,94,16.5,9,$0.014,$2.79,$6.98,"$1,395.90",$6.98,$18.18,3635.9,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1918,PISO VINIL AUTOADHESIVO 3026 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,150.00,$11.20,1,150,94,16.5,9,$0.014,$2.09,$6.98,"$1,046.93",$6.98,$18.18,2726.925,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1526,CAJA ORGANIZADOR DE ZAPATO 12 PCS,140.00,$5.65,10,14,76,46,31,$0.108,$1.52,$54.19,$758.63,$5.42,$11.07,1549.632,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1324,PISO VINIL AUTOADHESIVO 3039 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,200.00,$11.20,1,200,94,16.5,9,$0.014,$2.79,$6.98,"$1,395.90",$6.98,$18.18,3635.9,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1739,WALL PANEL 3D D088 BLANCO 1MM DE GROSOR 500MM*500MM,100.00,$0.85,50,2,25,50,50,$0.063,$0.13,$31.25,$62.50,$0.63,$1.48,147.5,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1562,WALL PANEL 3D D094 BLANCO 1MM DE GROSOR 500MM*500MM,400.00,$0.85,50,8,25,50,50,$0.063,$0.50,$31.25,$250.00,$0.63,$1.48,590,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,,WALL PANEL 3D D094 NEGRO 1MM DE GROSOR 500MM*500MM,300.00,$0.90,50,6,25,50,50,$0.063,$0.38,$31.25,$187.50,$0.63,$1.53,457.5,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1741,WALL PANEL 3D D017 BLANCO 1MM DE GROSOR 500MM*500MM,200.00,$0.85,50,4,25,50,50,$0.063,$0.25,$31.25,$125.00,$0.63,$1.48,295,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1742,WALL PANEL 3D D017 NEGRO 1MM DE GROSOR 500MM*500MM,200.00,$0.90,50,4,25,50,50,$0.063,$0.25,$31.25,$125.00,$0.63,$1.53,305,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1895,"6 piezas/juego de vajilla duradera de paja de trigo - Apto para microondas y lavavajillas - Platos, cuencos y tazas reutilizables - Negro (juego de 4)",80.00,$3.00,8,10,54,41,55,$0.122,$1.22,$60.89,$608.85,$7.61,$10.61,848.85,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1408,WALL PANEL MARRON CLARO 8882 290*168*23,280.00,$2.35,14,20,300,17.5,23,$0.121,$2.42,$60.38,"$1,207.50",$4.31,$6.66,1865.5,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1777,WALL PANEL GRIS OSCURO HYYC045 290*168*23,280.00,$2.35,14,20,300,17.5,23,$0.121,$2.42,$60.38,"$1,207.50",$4.31,$6.66,1865.5,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1778,WALL PANEL MADERA HYYC018 290*168*23,140.00,$2.35,14,10,300,17.5,23,$0.121,$1.21,$60.38,$603.75,$4.31,$6.66,932.75,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1743,WALL PANEL BLANCO HYYC073 290*168*23,280.00,$2.35,14,20,300,17.5,23,$0.121,$2.42,$60.38,"$1,207.50",$4.31,$6.66,1865.5,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1745,ROLLO PANEL DECORATIVO BD871,200.00,$1.80,50,4,2500,60,0.45,$0.068,$0.27,$33.75,$135.00,$0.68,$2.48,495,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1746,ROLLO PANEL DECORATIVO BD928,200.00,$1.80,50,4,2500,60,0.45,$0.068,$0.27,$33.75,$135.00,$0.68,$2.48,495,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1747,ROLLO PANEL DECORATIVO BD771,200.00,$1.80,50,4,2500,60,0.45,$0.068,$0.27,$33.75,$135.00,$0.68,$2.48,495,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1749,ROLLO PANEL DECORATIVO BD721,200.00,$1.80,50,4,2500,60,0.45,$0.068,$0.27,$33.75,$135.00,$0.68,$2.48,495,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1418,FOAMI 3D BLANCO 70CM*77CM,400.00,$0.39,100,4,70,70,45,$0.221,$0.88,$110.25,$441.00,$1.10,$1.49,597,,,,
500,Entregado,5/15/2024,,CONTENEDOR DICIEMBRE FIRENZE,MASS1417,FOAMI 3D NEGRO 70CM*77CM,600.00,$0.39,100,6,70,70,45,$0.221,$1.32,$110.25,$661.50,$1.10,$1.49,895.5,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,JULIA,FOAMI 3D 70CM*77CM PSHS-1-01,"2,000.00",$0.39,100,20,70,70,40,$0.196,$3.92,$98.00,"$1,960.00",$0.98,$1.37,2740,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,JULIA,FOAMI 3D 70CM*77CM PSHS-6-01 NARANJA,"1,000.00",$0.39,100,10,70,70,40,$0.196,$1.96,$98.00,$980.00,$0.98,$1.37,1370,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,EMILY,"Masturbador vibrador para hombre, masajeador de pene eléctrico",30.00,$9.60,30,1,47.5,35.5,25.5,$0.043,$0.04,$21.50,$21.50,$0.72,$10.32,309.4996875,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,EMILY,BALA VIBRADORA GRANDE COLORES AMARILLA CZDV001,100.00,$0.70,100,1,25,30,25,$0.019,$0.02,$9.38,$9.38,$0.09,$0.79,79.375,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,EMILY,Consolador Triple Penetración Vibrador Parejas Lesbicas,40.00,$5.98,40,1,47.5,35.5,25.5,$0.043,$0.04,$21.50,$21.50,$0.54,$6.52,260.6996875,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,EMILY,"Vibrador de silicona reutilizable para hombres, Anillo para el pene,",100.00,$0.40,100,1,43,22,28,$0.026,$0.03,$13.24,$13.24,$0.13,$0.53,53.244,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,JULIA,FOAMI 3D 70CM*77CM PSHS-11-01 AMARILLO,"1,725.00",$0.39,100,17.25,70,70,40,$0.196,$3.38,$98.00,"$1,690.50",$0.98,$1.37,2363.25,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,JULIA,FOAMI 3D 70CM*77CM PSHS-7-01 MARRON CLARO,870.00,$0.39,100,8.7,70,70,40,$0.196,$1.71,$98.00,$852.60,$0.98,$1.37,1191.9,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,EMILY,AUDIFONO F9,"1,700.00",$1.85,100,17,48,49,24,$0.056,$0.96,$28.22,$479.81,$0.28,$2.13,3624.808,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,JULIA,FOAMI 3D 70CM*77CM PSHS-9-01 NEGRO,"1,600.00",$0.39,100,16,70,70,40,$0.196,$3.14,$98.00,"$1,568.00",$0.98,$1.37,2192,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,JULIA,FOAMI 3D 70CM*77CM PSHS-10-01 ROSADO,"1,100.00",$0.39,100,11,70,70,40,$0.196,$2.16,$98.00,"$1,078.00",$0.98,$1.37,1507,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,EMILY,BALA VIBRADORA CON FUNDA DRAGON MORADO LXB001,120.00,$0.95,120,1,28,42,39,$0.046,$0.05,$22.93,$22.93,$0.19,$1.14,136.932,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,EMILY,CINTA LED 5050 24 KEY 12 LIGHT,500.00,$2.90,50,10,48,32.5,33,$0.051,$0.51,$25.74,$257.40,$0.51,$3.41,1707.4,,,,
500,Entregado,2/19/2024,,CONTENEDOR MARZO,EMILY,"PIZARRA MAGICA 12""",400.00,$1.55,60,6.666666667,56,42,63.5,$0.149,$1.00,$74.68,$497.84,$1.24,$2.79,1117.84,,,,
